波长(nm),大气消光系数(cm⁻¹)
3849.0,4.860176942441442e-06
3850.0,4.859969400937337e-06
3851.0,4.859763460553167e-06
3852.0,4.859557507127673e-06
3853.0,4.859351115168144e-06
3854.0,4.676870841783504e-06
3855.0,4.676666363045389e-06
3856.0,4.676462577881895e-06
3857.0,4.6762580898051695e-06
3858.0,4.676053682613404e-06
3859.0,4.67584997222061e-06
3860.0,4.675783377287241e-06
3861.0,4.675579037841673e-06
3862.0,4.497585434565845e-06
3863.0,4.497382903376492e-06
3864.0,4.497180867147464e-06
3865.0,4.49697788076692e-06
3866.0,4.496775634878152e-06
3867.0,4.496573479001429e-06
3868.0,4.496371822560191e-06
3869.0,4.376498855196919e-06
3870.0,4.376299133409165e-06
3871.0,4.37609898411319e-06
3872.0,4.375898705649327e-06
3873.0,4.375699238595351e-06
3874.0,4.375498636013995e-06
3875.0,4.375384203788389e-06
3876.0,4.346714882993571e-06
3877.0,4.346513497569993e-06
3878.0,4.346312701669992e-06
3879.0,4.346113102423893e-06
3880.0,4.345911890051114e-06
3881.0,4.345712404852475e-06
3882.0,4.345511781752739e-06
3883.0,4.345311685975515e-06
3884.0,4.389492520839148e-06
3885.0,4.389290251262004e-06
3886.0,4.389088086526905e-06
3887.0,4.38888544055157e-06
3888.0,4.388682907053547e-06
3889.0,4.3884808743555085e-06
3890.0,4.388357172873802e-06
3891.0,4.388154849829345e-06
3892.0,4.469716772296548e-06
3893.0,4.4695121215895455e-06
3894.0,4.469307540945224e-06
3895.0,4.469102813771456e-06
3896.0,4.468898735691915e-06
3897.0,4.468694297125794e-06
3898.0,4.468489990711234e-06
3899.0,4.506084523123602e-06
3900.0,4.505878572671693e-06
3901.0,4.5074137836431775e-06
3902.0,4.508952284869179e-06
3903.0,4.5104940520373265e-06
3904.0,4.512039226949619e-06
3905.0,4.5136534632575005e-06
3906.0,4.5152047486760046e-06
3907.0,4.532547118113506e-06
3908.0,4.534096193602234e-06
3909.0,4.535648852994141e-06
3910.0,4.5372039654685585e-06
3911.0,4.538762620985976e-06
3912.0,4.540324392219401e-06
3913.0,4.541890617316131e-06
3914.0,4.577693685910713e-06
3915.0,4.579266935838846e-06
3916.0,4.5808439332435595e-06
3917.0,4.5824237756867785e-06
3918.0,4.584007095047797e-06
3919.0,4.585592964052993e-06
3920.0,4.587183632703431e-06
3921.0,4.588828783327418e-06
3922.0,4.66208627497469e-06
3923.0,4.663756373034205e-06
3924.0,4.665429571864637e-06
3925.0,4.667107066619215e-06
3926.0,4.668788321067934e-06
3927.0,4.670472609496389e-06
3928.0,4.672160004885675e-06
3929.0,4.673851982047045e-06
3930.0,4.819981716102288e-06
3931.0,4.821851472071558e-06
3932.0,4.823725113536316e-06
3933.0,4.82560426865371e-06
3934.0,4.827485916214565e-06
3935.0,4.829373648736781e-06
3936.0,4.831308438218663e-06
3937.0,4.833204256374326e-06
3938.0,5.015614151828456e-06
3939.0,5.017766550718809e-06
3940.0,5.019924511231455e-06
3941.0,5.022086841561297e-06
3942.0,5.024255560087945e-06
3943.0,5.026430035147466e-06
3944.0,5.028609714565881e-06
3945.0,5.295676741972996e-06
3946.0,5.297897158075999e-06
3947.0,5.300122142120545e-06
3948.0,5.302353065839394e-06
3949.0,5.304590101126017e-06
3950.0,5.306833033079213e-06
3951.0,5.309081689329073e-06
3952.0,5.226351659156621e-06
3953.0,5.382399583218691e-06
3954.0,5.384972460426259e-06
3955.0,5.387552317389102e-06
3956.0,5.39014008741767e-06
3957.0,5.3927347684028565e-06
3958.0,5.395335554479677e-06
3959.0,5.397945861293811e-06
3960.0,5.400562192318581e-06
3961.0,5.465655253962831e-06
3962.0,5.468215060786777e-06
3963.0,5.47078239080862e-06
3964.0,5.4733564055522385e-06
3965.0,5.475937531707234e-06
3966.0,5.478526944532122e-06
3967.0,5.481149669524325e-06
3968.0,5.48375276480277e-06
3969.0,5.463864398802391e-06
3970.0,5.466290412807401e-06
3971.0,5.468722258000672e-06
3972.0,5.47116085605016e-06
3973.0,5.4736059973056375e-06
3974.0,5.476056803932453e-06
3975.0,5.4785144334747885e-06
3976.0,5.4809795959611125e-06
3977.0,5.400864501145183e-06
3978.0,5.403086177362846e-06
3979.0,5.405313551642405e-06
3980.0,5.407545885751856e-06
3981.0,5.409784516818225e-06
3982.0,5.412027691638516e-06
3983.0,5.414291792251187e-06
3984.0,5.416546089972649e-06
3985.0,5.364308923191056e-06
3986.0,5.366464336702526e-06
3987.0,5.368624457165652e-06
3988.0,5.370789266047484e-06
3989.0,5.372960523196919e-06
3990.0,5.3751360958071866e-06
3991.0,5.377316969941963e-06
3992.0,5.379503566259744e-06
3993.0,5.185171924633583e-06
3994.0,5.187179473662465e-06
3995.0,5.189191226013423e-06
3996.0,5.191208786656479e-06
3997.0,5.193230142961968e-06
3998.0,5.195256405204892e-06
3999.0,5.197291387336662e-06
4000.0,5.199327498137451e-06
4001.0,5.008882668380233e-06
4002.0,5.010844371956396e-06
4003.0,5.012810117403577e-06
4004.0,5.014782128997333e-06
4005.0,5.016758394249146e-06
4006.0,5.018582781915335e-06
4007.0,5.0205696156413634e-06
4008.0,5.0225609034866e-06
4009.0,4.8637007502307395e-06
4010.0,4.865662748125702e-06
4011.0,4.86764682561e-06
4012.0,4.869636421150204e-06
4013.0,4.871630479779937e-06
4014.0,4.8736299323113955e-06
4015.0,4.8756309421427015e-06
4016.0,4.877640485060523e-06
4017.0,4.712227549086867e-06
4018.0,4.714207280427923e-06
4019.0,4.7161919133559584e-06
4020.0,4.718181831970299e-06
4021.0,4.720177208528566e-06
4022.0,4.722176591638595e-06
4023.0,4.724182431773188e-06
4024.0,4.7261941849045285e-06
4025.0,4.535753834291104e-06
4026.0,4.537535124388611e-06
4027.0,4.539415900893907e-06
4028.0,4.541301945152884e-06
4029.0,4.543193123850689e-06
4030.0,4.545090012090118e-06
4031.0,4.54698527622621e-06
4032.0,4.5488914922001715e-06
4033.0,4.414133628138257e-06
4034.0,4.415938565779701e-06
4035.0,4.41774822916821e-06
4036.0,4.41956203246519e-06
4037.0,4.42138202972704e-06
4038.0,4.42319101891741e-06
4039.0,4.425019158673616e-06
4040.0,4.426852669227737e-06
4041.0,4.302315535865633e-06
4042.0,4.304043619625233e-06
4043.0,4.305778563600626e-06
4044.0,4.307515495053342e-06
4045.0,4.3092585145768324e-06
4046.0,4.3110041911731475e-06
4047.0,4.312735919922427e-06
4048.0,4.314490313979873e-06
4049.0,4.198959130687433e-06
4050.0,4.2006103394067795e-06
4051.0,4.202265946633335e-06
4052.0,4.203924740557334e-06
4053.0,4.205588489993489e-06
4054.0,4.207255983260261e-06
4055.0,4.208915162311897e-06
4056.0,4.2105919521382235e-06
4057.0,4.114431483441976e-06
4058.0,4.116046003356484e-06
4059.0,4.117664571493257e-06
4060.0,4.1192865169520425e-06
4061.0,4.12091429344476e-06
4062.0,4.12254554673288e-06
4063.0,4.124167980358017e-06
4064.0,4.125800336259362e-06
4065.0,4.127380288891003e-06
4066.0,3.990194258549298e-06
4067.0,3.991729196727618e-06
4068.0,3.993268052299088e-06
4069.0,3.994751140200843e-06
4070.0,3.99623045490113e-06
4071.0,3.99778247381016e-06
4072.0,3.999338099886257e-06
4073.0,4.00089794951224e-06
4074.0,3.8550885900367376e-06
4075.0,3.856532849994989e-06
4076.0,3.857981123132324e-06
4077.0,3.859433388465958e-06
4078.0,3.860888066998132e-06
4079.0,3.862347008841478e-06
4080.0,3.8638027481795155e-06
4081.0,3.8652689278509044e-06
4082.0,3.7362140439685306e-06
4083.0,3.7375629113979533e-06
4084.0,3.7389151967495885e-06
4085.0,3.740269813259594e-06
4086.0,3.741628816213303e-06
4087.0,3.7429909570160954e-06
4088.0,3.7443566011356618e-06
4089.0,3.74568782550321e-06
4090.0,3.6402859185088403e-06
4091.0,3.6414883190064424e-06
4092.0,3.6427334273304742e-06
4093.0,3.6439812058593273e-06
4094.0,3.6452315635660057e-06
4095.0,3.6464851633704916e-06
4096.0,3.647743188663127e-06
4097.0,3.6489963831694822e-06
4098.0,3.6502591055071794e-06
4099.0,3.558302569464704e-06
4100.0,3.5594088020219777e-06
4101.0,3.559223180953367e-06
4102.0,3.5590372722375587e-06
4103.0,3.558851914502024e-06
4104.0,3.5586666396430053e-06
4105.0,3.558480496421648e-06
4106.0,3.55829583625049e-06
4107.0,3.4402202272225756e-06
4108.0,3.44003775414432e-06
4109.0,3.439854725454798e-06
4110.0,3.439670889334466e-06
4111.0,3.4394879236309936e-06
4112.0,3.4393050558900335e-06
4113.0,3.4391221575401424e-06
4114.0,3.4389329790600298e-06
4115.0,3.4387504257726805e-06
4116.0,3.3072340894206283e-06
4117.0,3.3070541952030186e-06
4118.0,3.3068744535732283e-06
4119.0,3.3066948584597905e-06
4120.0,3.3065154382177263e-06
4121.0,3.306335009566806e-06
4122.0,3.306155895722086e-06
4123.0,3.3059763628833107e-06
4124.0,3.1583500712525344e-06
4125.0,3.1581744721087584e-06
4126.0,3.1579984528082397e-06
4127.0,3.157823031452757e-06
4128.0,3.157647748752926e-06
4129.0,3.1574721497706936e-06
4130.0,3.157296693284023e-06
4131.0,3.157115902909469e-06
4132.0,3.1569407947897436e-06
4133.0,2.978042567281294e-06
4134.0,2.977872004945421e-06
4135.0,2.9777015053208296e-06
4136.0,2.9775313886988803e-06
4137.0,2.977361112682248e-06
4138.0,2.9771914428071836e-06
4139.0,2.977020960384054e-06
4140.0,2.9768509798860943e-06
4141.0,2.781525503224891e-06
4142.0,2.7813618507814845e-06
4143.0,2.781198628054425e-06
4144.0,2.781035516262104e-06
4145.0,2.780871932778559e-06
4146.0,2.7807087299736e-06
4147.0,2.780545430386572e-06
4148.0,2.7803780863418786e-06
4149.0,2.780215344777891e-06
4150.0,2.5739707995379035e-06
4151.0,2.573815807865826e-06
4152.0,2.57366007897929e-06
4153.0,2.5735051861492103e-06
4154.0,2.573350281253694e-06
4155.0,2.5731948360656024e-06
4156.0,2.5730400220051295e-06
4157.0,2.572884903940696e-06
4158.0,2.572730386808808e-06
4159.0,2.289700368182654e-06
4160.0,2.2895581993984872e-06
4161.0,2.2894166654099706e-06
4162.0,2.2892745208604717e-06
4163.0,2.2891322477776207e-06
4164.0,2.2889903619906577e-06
4165.0,2.2888458764050914e-06
4166.0,2.2887040200455072e-06
4167.0,1.830127932330487e-06
4168.0,1.8300098904485007e-06
4169.0,1.8298915902556075e-06
4170.0,1.8297731306180706e-06
4171.0,1.8296550906534418e-06
4172.0,1.8295375455444827e-06
4173.0,1.8294196317029691e-06
4174.0,1.8293013326976138e-06
4175.0,1.8291836832643486e-06
4176.0,7.097498783190732e-07
4177.0,7.096813175181501e-07
4178.0,7.096119824726471e-07
4179.0,7.095427221844391e-07
4180.0,7.094742285258202e-07
4181.0,7.094053871154288e-07
4182.0,7.093359014651059e-07
4183.0,7.092667918418191e-07
4184.0,7.091977287977437e-07
4185.0,1.8312283471147403e-07
4186.0,1.8309252483163532e-07
4187.0,1.8306215042910953e-07
4188.0,1.8303213608475045e-07
4189.0,1.8300168468386836e-07
4190.0,1.8297122133432767e-07
4191.0,1.829408982893423e-07
4192.0,1.8291036119278e-07
4193.0,4.6913175275220543e-08
4194.0,4.6904175625738516e-08
4195.0,4.6894704041419596e-08
4196.0,4.688550644104722e-08
4197.0,4.687583977322494e-08
4198.0,4.686643517861316e-08
4199.0,4.685697468436181e-08
4200.0,4.684736509159195e-08
4201.0,4.6838062705247347e-08
4202.0,1.4332823188970602e-08
4203.0,1.4330080767950728e-08
4204.0,1.432731458205963e-08
4205.0,1.432416676364602e-08
4206.0,1.4321336952690155e-08
4207.0,1.4318130798190794e-08
4208.0,1.4315587203854847e-08
4209.0,1.4312681426627735e-08
4210.0,1.4309732370272801e-08
4211.0,5.816385049794647e-09
4212.0,5.815623510379943e-09
4213.0,5.814516145573586e-09
4214.0,5.813058152992299e-09
4215.0,5.81192736702181e-09
4216.0,5.810784653447736e-09
4217.0,5.8096287272996555e-09
4218.0,5.808462403438154e-09
4219.0,5.807289832159478e-09
4220.0,3.400499494241233e-09
4221.0,3.399738474222701e-09
4222.0,3.3989678303494048e-09
4223.0,3.3985256652754895e-09
4224.0,3.3977447364071327e-09
4225.0,3.3972871125255533e-09
4226.0,3.3961639360459387e-09
4227.0,3.396020814553333e-09
4228.0,3.3952135356945336e-09
4229.0,2.685274050088078e-09
4230.0,2.684545301529377e-09
4231.0,2.6844634282299702e-09
4232.0,2.6837269183606423e-09
4233.0,2.6833079428955662e-09
4234.0,2.682561991914384e-09
4235.0,2.6821348046956595e-09
4236.0,2.681702024154095e-09
4237.0,2.680938210318759e-09
4238.0,2.6109295553018936e-09
4239.0,2.610295674975455e-09
4240.0,2.6096578437009444e-09
4241.0,2.6096570710478698e-09
4242.0,2.609008417534154e-09
4243.0,2.608355326122117e-09
4244.0,2.608015278895582e-09
4245.0,2.607355099469154e-09
4246.0,2.6070044673869224e-09
4247.0,2.8136158233781536e-09
4248.0,2.8131685516105435e-09
4249.0,2.812711869826223e-09
4250.0,2.812253257871281e-09
4251.0,2.811788409958051e-09
4252.0,2.811005434390855e-09
4253.0,2.810529456845906e-09
4254.0,2.8097372530127645e-09
4255.0,2.809250902098932e-09
4256.0,2.9521410983081907e-09
4257.0,2.951366040560753e-09
4258.0,2.950898450483556e-09
4259.0,2.9504211965604922e-09
4260.0,2.9496304196472977e-09
4261.0,2.9491454019673644e-09
4262.0,2.9486514915215793e-09
4263.0,2.94784847956264e-09
4264.0,2.947346994365696e-09
4265.0,3.0700318394221014e-09
4266.0,3.0695854591116117e-09
4267.0,3.0691329635911253e-09
4268.0,3.0683707170487872e-09
4269.0,3.067603603402111e-09
4270.0,3.067133513097556e-09
4271.0,3.0663555384607647e-09
4272.0,3.0658741440241006e-09
4273.0,3.0653862176592166e-09
4274.0,3.3137142147961215e-09
4275.0,3.313039715160851e-09
4276.0,3.3126551311683025e-09
4277.0,3.3119651912183522e-09
4278.0,3.3109751037459724e-09
4279.0,3.3105711949762997e-09
4280.0,3.3098637673467893e-09
4281.0,3.309449813023411e-09
4282.0,3.3087342284118062e-09
4283.0,3.854421933393797e-09
4284.0,3.853830354792967e-09
4285.0,3.8529326144596406e-09
4286.0,3.852327146794941e-09
4287.0,3.8514214824309365e-09
4288.0,3.850800718076316e-09
4289.0,3.849881753798051e-09
4290.0,3.848956875105168e-09
4291.0,3.848312237061782e-09
4292.0,5.0496096358790155e-09
4293.0,5.048702073835398e-09
4294.0,5.0477857001889134e-09
4295.0,5.046865666741996e-09
4296.0,5.045931829258389e-09
4297.0,5.044700477721015e-09
4298.0,5.043748946468113e-09
4299.0,5.042787876761149e-09
4300.0,5.0418193469398595e-09
4301.0,5.0405607405266595e-09
4302.0,7.2931883035698675e-09
4303.0,7.2916460727677995e-09
4304.0,7.290099513112531e-09
4305.0,7.2890996425972855e-09
4306.0,7.287521835695395e-09
4307.0,7.2859370056208805e-09
4308.0,7.284617707162764e-09
4309.0,7.283290460066067e-09
4310.0,7.281945297186554e-09
4311.0,1.1095656362052332e-08
4312.0,1.1093311850775501e-08
4313.0,1.1091239738219826e-08
4314.0,1.1089151536129354e-08
4315.0,1.1086750101545475e-08
4316.0,1.1084624112772513e-08
4317.0,1.10824651283817e-08
4318.0,1.1080301316311448e-08
4319.0,1.107811768743323e-08
4320.0,1.7109345876000437e-08
4321.0,1.710587730220571e-08
4322.0,1.710238528596947e-08
4323.0,1.709913750986877e-08
4324.0,1.709584254370257e-08
4325.0,1.7092540133268195e-08
4326.0,1.7089210648171736e-08
4327.0,1.708557562126137e-08
4328.0,1.7082189760551718e-08
4329.0,1.7079028877343776e-08
4330.0,2.657539776647611e-08
4331.0,2.65700041040798e-08
4332.0,2.656511022763494e-08
4333.0,2.655989885101475e-08
4334.0,2.6554651208983267e-08
4335.0,2.654908358084438e-08
4336.0,2.6544266070054735e-08
4337.0,2.6538885529636983e-08
4338.0,2.6533737094903474e-08
4339.0,4.149303059037216e-08
4340.0,4.1484632581758784e-08
4341.0,4.1476972251942035e-08
4342.0,4.146843859704845e-08
4343.0,4.146064835216131e-08
4344.0,4.145225412857965e-08
4345.0,4.144432732369614e-08
4346.0,4.143603279757041e-08
4347.0,4.1427978508724466e-08
4348.0,6.508011849700298e-08
4349.0,6.506769275438327e-08
4350.0,6.50551895646869e-08
4351.0,6.504283645459394e-08
4352.0,6.503013037924765e-08
4353.0,6.501783769535739e-08
4354.0,6.500513219056205e-08
4355.0,6.499263775476808e-08
4356.0,6.498032894799021e-08
4357.0,6.496763420543234e-08
4358.0,1.0119703120491628e-07
4359.0,1.0117883880137516e-07
4360.0,1.0115984235052844e-07
4361.0,1.0114160469006063e-07
4362.0,1.0112322300620644e-07
4363.0,1.0110492072420931e-07
4364.0,1.0108647542713165e-07
4365.0,1.010680145005048e-07
4366.0,1.010492666507172e-07
4367.0,1.494502257178949e-07
4368.0,1.49425284214345e-07
4369.0,1.4939994218139616e-07
4370.0,1.493752163379049e-07
4371.0,1.4935006431803926e-07
4372.0,1.4932486091689119e-07
4373.0,1.4930021315728062e-07
4374.0,1.49274624058325e-07
4375.0,1.4925004803675615e-07
4376.0,1.4922482058609425e-07
4377.0,1.9788120635705687e-07
4378.0,1.978507459295564e-07
4379.0,1.9782016488572382e-07
4380.0,1.9778963603121814e-07
4381.0,1.977592463863729e-07
4382.0,1.9772890850041044e-07
4383.0,1.9769822144930173e-07
4384.0,1.9766771214402915e-07
4385.0,1.9763688411096845e-07
4386.0,2.393391479797179e-07
4387.0,2.3930450184291234e-07
4388.0,2.392701437293323e-07
4389.0,2.392358616517816e-07
4390.0,2.3920123477283906e-07
4391.0,2.391667319057002e-07
4392.0,2.391327023320677e-07
4393.0,2.39097980476803e-07
4394.0,2.3906373143059995e-07
4395.0,2.3902935012547074e-07
4396.0,2.780063245393411e-07
4397.0,2.779685583248024e-07
4398.0,2.7793120128674026e-07
4399.0,2.7789337547322224e-07
4400.0,2.778559580496663e-07
4401.0,2.7781832874534654e-07
4402.0,2.777808334803665e-07
4403.0,2.7774314646157406e-07
4404.0,2.777049429370139e-07
4405.0,2.776674352379937e-07
4406.0,3.2306236922447257e-07
4407.0,3.2302098000915796e-07
4408.0,3.2298017140806303e-07
4409.0,3.229390553427523e-07
4410.0,3.2289808294419037e-07
4411.0,3.228573067599716e-07
4412.0,3.2281610474500966e-07
4413.0,3.227751634862964e-07
4414.0,3.2273423421913154e-07
4415.0,3.226933171436791e-07
4416.0,3.9237714361984705e-07
4417.0,3.923314363766614e-07
4418.0,3.922854253781586e-07
4419.0,3.922398707687019e-07
4420.0,3.9219426580016765e-07
4421.0,3.921485314608565e-07
4422.0,3.921028275557602e-07
4423.0,3.9205642767439285e-07
4424.0,3.9201087855391824e-07
4425.0,4.922690306897528e-07
4426.0,4.922170433927895e-07
4427.0,4.921650481252083e-07
4428.0,4.92112820277804e-07
4429.0,4.920609436052518e-07
4430.0,4.920089392407033e-07
4431.0,4.91956928589036e-07
4432.0,4.919047777406794e-07
4433.0,4.918529907834576e-07
4434.0,4.918012255796577e-07
4435.0,6.175612981915502e-07
4436.0,6.175013694430934e-07
4437.0,6.174415698032753e-07
4438.0,6.173817818251703e-07
4439.0,6.173218269157115e-07
4440.0,6.172617887860782e-07
4441.0,6.172022714856308e-07
4442.0,6.171423761106676e-07
4443.0,6.170808758721023e-07
4444.0,6.170211270408718e-07
4445.0,7.408856281255341e-07
4446.0,7.408172142223847e-07
4447.0,7.407498620521864e-07
4448.0,7.40681787099615e-07
4449.0,7.406140142719094e-07
4450.0,7.405460329276627e-07
4451.0,7.404780988578276e-07
4452.0,7.404106384841476e-07
4453.0,7.40343052103117e-07
4454.0,7.402751784207229e-07
4455.0,8.397821531499821e-07
4456.0,8.397066439123021e-07
4457.0,8.396325744945838e-07
4458.0,8.395576946286446e-07
4459.0,8.394828234804964e-07
4460.0,8.394083166040261e-07
4461.0,8.393336153835478e-07
4462.0,8.392589740434061e-07
4463.0,8.391808056323085e-07
4464.0,8.391067952949231e-07
4465.0,9.325336998662156e-07
4466.0,9.324530274933238e-07
4467.0,9.323722698659864e-07
4468.0,9.322918950954013e-07
4469.0,9.322109892313213e-07
4470.0,9.321304060258575e-07
4471.0,9.320495478346751e-07
4472.0,9.319685279203264e-07
4473.0,9.318884541637927e-07
4474.0,9.318075443845786e-07
4475.0,1.0468348102733506e-06
4476.0,1.0467478260994626e-06
4477.0,1.0466610218993576e-06
4478.0,1.046574164680731e-06
4479.0,1.0464869011455375e-06
4480.0,1.046400172706239e-06
4481.0,1.0463133725127047e-06
4482.0,1.0462264612844203e-06
4483.0,1.0461337618811256e-06
4484.0,1.0460472430294388e-06
4485.0,1.1730368569808657e-06
4486.0,1.1729442625149046e-06
4487.0,1.1728514369824513e-06
4488.0,1.1727585887399196e-06
4489.0,1.1726659702706472e-06
4490.0,1.1725731241216597e-06
4491.0,1.1724804621786135e-06
4492.0,1.1723877792187992e-06
4493.0,1.1722954401315279e-06
4494.0,1.1722027164765374e-06
4495.0,1.2416544546628552e-06
4496.0,1.2415586124825402e-06
4497.0,1.2414628694001146e-06
4498.0,1.2413667258352477e-06
4499.0,1.2412709325818933e-06
4500.0,1.2411756796999843e-06
4501.0,1.2410799328030102e-06
4502.0,1.2409840384392264e-06
4503.0,1.2408837321691147e-06
4504.0,1.2407878965319892e-06
4505.0,1.2681041833103705e-06
4506.0,1.2680071923133942e-06
4507.0,1.267910004070361e-06
4508.0,1.2678138167591746e-06
4509.0,1.2677168338930854e-06
4510.0,1.2676196563829462e-06
4511.0,1.2675228809578612e-06
4512.0,1.2674261916573509e-06
4513.0,1.267329623241559e-06
4514.0,1.2672323052585122e-06
4515.0,1.298951339823426e-06
4516.0,1.2988531856879003e-06
4517.0,1.2987556265460444e-06
4518.0,1.2986575708475104e-06
4519.0,1.2985597493839983e-06
4520.0,1.2984617938687519e-06
4521.0,1.2983640815138008e-06
4522.0,1.298266227329477e-06
4523.0,1.2981584618949997e-06
4524.0,1.2980609683217156e-06
4525.0,1.3652582455772912e-06
4526.0,1.3651585194413068e-06
4527.0,1.3650586491384216e-06
4528.0,1.3649583474802351e-06
4529.0,1.3648580973112416e-06
4530.0,1.3647584739552864e-06
4531.0,1.364658518289467e-06
4532.0,1.364559187534972e-06
4533.0,1.3644590479757337e-06
4534.0,1.3643593429519339e-06
4535.0,1.3642595002278631e-06
4536.0,1.5152281244737107e-06
4537.0,1.5151243191486027e-06
4538.0,1.5150200122095416e-06
4539.0,1.5149155265743833e-06
4540.0,1.5148114731272405e-06
4541.0,1.514707107911703e-06
4542.0,1.514602778373944e-06
4543.0,1.5144984313946108e-06
4544.0,1.5143767883473559e-06
4545.0,1.514272255156094e-06
4546.0,1.747388129499186e-06
4547.0,1.7472784826590582e-06
4548.0,1.7471680531956854e-06
4549.0,1.7470585706631347e-06
4550.0,1.7469485967897433e-06
4551.0,1.7468389453475455e-06
4552.0,1.746729138724813e-06
4553.0,1.746619133389766e-06
4554.0,1.7465097329768118e-06
4555.0,1.7463996603560217e-06
4556.0,2.042035418918971e-06
4557.0,2.041919871858603e-06
4558.0,2.041804823310737e-06
4559.0,2.041689228091531e-06
4560.0,2.0415737364900057e-06
4561.0,2.0414590236330436e-06
4562.0,2.0413428133412302e-06
4563.0,2.0412281806967598e-06
4564.0,2.041112532512769e-06
4565.0,2.0409442101905717e-06
4566.0,2.0408287392900573e-06
4567.0,2.377829578469794e-06
4568.0,2.3777085641909147e-06
4569.0,2.3775878154176426e-06
4570.0,2.3774659994457783e-06
4571.0,2.377345714758637e-06
4572.0,2.3772247392777026e-06
4573.0,2.377104506587505e-06
4574.0,2.3769840621149198e-06
4575.0,2.376862562237598e-06
4576.0,2.3767421748342003e-06
4577.0,2.748347631824415e-06
4578.0,2.748219768978443e-06
4579.0,2.748092138142179e-06
4580.0,2.7479646231884626e-06
4581.0,2.747837025951617e-06
4582.0,2.747709710047779e-06
4583.0,2.7475819110794105e-06
4584.0,2.747454669628708e-06
4585.0,2.747327184909225e-06
4586.0,2.7470590865352227e-06
4587.0,2.746931520372745e-06
4588.0,3.110617080849047e-06
4589.0,3.110482148750521e-06
4590.0,3.11034745020295e-06
4591.0,3.1102130679802864e-06
4592.0,3.110078235988458e-06
4593.0,3.1099437354446847e-06
4594.0,3.1098092050191655e-06
4595.0,3.109674602861629e-06
4596.0,3.1095400005452507e-06
4597.0,3.1094055073264346e-06
4598.0,3.4457232242894577e-06
4599.0,3.4455823515438177e-06
4600.0,3.4454414585755114e-06
4601.0,3.4453010163072647e-06
4602.0,3.4451601297775434e-06
4603.0,3.4450194597621637e-06
4604.0,3.4448789332872598e-06
4605.0,3.4447382009965833e-06
4606.0,3.4445979188775917e-06
4607.0,3.4440861806781914e-06
4608.0,3.4439457375837954e-06
4609.0,3.7683243734912137e-06
4610.0,3.7681802994546487e-06
4611.0,3.768035954125007e-06
4612.0,3.7678919870731987e-06
4613.0,3.767747426951575e-06
4614.0,3.7676034749585705e-06
4615.0,3.767459164712213e-06
4616.0,3.767315460804543e-06
4617.0,3.767171261755828e-06
4618.0,3.767027671071147e-06
4619.0,4.094904676002512e-06
4620.0,4.094759046305155e-06
4621.0,4.094613064804546e-06
4622.0,4.094467206486634e-06
4623.0,4.094321861633235e-06
4624.0,4.094176168470791e-06
4625.0,4.094030827451951e-06
4626.0,4.093885146484231e-06
4627.0,4.093739806272968e-06
4628.0,4.092784168222714e-06
4629.0,4.092638758740805e-06
4630.0,4.429885052722188e-06
4631.0,4.429741031074086e-06
4632.0,4.4295968418462645e-06
4633.0,4.42945329125258e-06
4634.0,4.429309347394344e-06
4635.0,4.429165162872943e-06
4636.0,4.429021240490562e-06
4637.0,4.428877381079479e-06
4638.0,4.428733931942965e-06
4639.0,4.42859009653144e-06
4640.0,4.428446747420695e-06
4641.0,4.707371381201644e-06
4642.0,4.707228558879352e-06
4643.0,4.707086597093277e-06
4644.0,4.706943882117476e-06
4645.0,4.706800978575689e-06
4646.0,4.706658286566492e-06
4647.0,4.706516472658319e-06
4648.0,4.706373804837917e-06
4649.0,4.7062316573145405e-06
4650.0,4.704977016205863e-06
4651.0,4.70483515106827e-06
4652.0,4.755930345846244e-06
4653.0,4.755773517261091e-06
4654.0,4.755616976520676e-06
4655.0,4.7554603654355746e-06
4656.0,4.755304261482653e-06
4657.0,4.755147567992435e-06
4658.0,4.754991071435581e-06
4659.0,4.754834518694738e-06
4660.0,4.754677635318311e-06
4661.0,4.754521913234902e-06
4662.0,4.754365391592651e-06
4663.0,4.455684649084618e-06
4664.0,4.455493992381194e-06
4665.0,4.455303885707442e-06
4666.0,4.455113013846391e-06
4667.0,4.4549229539809845e-06
4668.0,4.454732357874299e-06
4669.0,4.454542133805497e-06
4670.0,4.454352029069792e-06
4671.0,4.452690653632293e-06
4672.0,4.452500893861083e-06
4673.0,4.018703406064893e-06
4674.0,4.018485162832971e-06
4675.0,4.0182671230308045e-06
4676.0,4.018049073641792e-06
4677.0,4.017831228731661e-06
4678.0,4.017613306652983e-06
4679.0,4.0173955908259725e-06
4680.0,4.017177867582444e-06
4681.0,4.016960002720175e-06
4682.0,4.0167424137614145e-06
4683.0,4.0165249615475465e-06
4684.0,3.513649136676135e-06
4685.0,3.5134139710512265e-06
4686.0,3.513178825379881e-06
4687.0,3.512943875045427e-06
4688.0,3.5127086636027584e-06
4689.0,3.5124736839183126e-06
4690.0,3.5122388952058466e-06
4691.0,3.5120040981837344e-06
4692.0,3.5117694934682633e-06
4693.0,3.5108585533376075e-06
4694.0,3.5106241410268e-06
4695.0,3.193879740416102e-06
4696.0,3.19364700013884e-06
4697.0,3.193414372155379e-06
4698.0,3.1931816162661886e-06
4699.0,3.192949267466427e-06
4700.0,3.192716700569656e-06
4701.0,3.192484340889893e-06
